Year	Police Department	Officers per 10K Population	Officers	Total Employees per 10K Population	Total Employees	
2016	"Midland, Texas"	13.1	181	17.3	239	
2016	"Lafayette, Louisiana"	19.9	257	24.4	315	
2016	"Watertown, Massachusetts"	19.3	67	20.5	71	
2016	"New Braunfels, Texas"	16	117	19.4	142	
2016	"Lawrence, Kansas"	15.9	151	19.3	184	
2016	"Holly Springs, North Carolina"	14.9	49	18.3	60	
2016	"Mountain View, California"	10.5	86	15.8	129	
2016	"Des Moines, Iowa"	16.2	343	21.1	446	
2016	"Wilmington, Delaware"	41.8	302	49.9	360	
2016	"Mankato, Minnesota"	13.6	56	15.7	65	
2016	"Livonia, Michigan"	15.6	147	19.7	186	
2016	"Northampton, Massachusetts"	22.1	63	24.2	69	
2016	"Fayetteville, Arkansas"	14.5	123	19.9	169	
2016	"Bellevue, Nebraska"	16.3	92	19.2	108	
2016	"Bensalem Township, Pennsylvania"	16.4	99	20.2	122	
2016	"Mason, Ohio"	13.9	46	15.4	51	
2016	"Sahuarita, Arizona"	16.7	43	19.4	50	
2016	"North Attleboro, Massachusetts"	15.2	44	20	58	
2016	"Saginaw Township, Michigan"	10.4	41	11.7	46	
2016	"Ithaca, New York"	21.3	66	23.9	74	
2016	"Avondale, Arizona"	15	122	22.4	183	
2016	"Lakewood, Washington"	16	96	18.6	112	
2016	"Granite City, Illinois"	19.4	56	23.9	69	
2016	"Clifton, New Jersey"	16.8	145	20.6	178	
2016	"Wentzville, Missouri"	17.1	63	22.7	84	
2016	"Lancaster Town, New York"	13.1	49	17.1	64	
2016	"St. Joseph, Missouri"	16.3	125	22.1	169	
2016	"Oro Valley, Arizona"	22.7	100	29	128	
2016	"Southlake, Texas"	20.2	62	22.5	69	
2016	"Monrovia, California"	13.6	51	21.8	82	
2016	"Winona, Minnesota"	14.1	38	15.6	42	
2016	"Altamonte Springs, Florida"	22.5	98	26.2	114	
2016	"Plainfield, New Jersey"	24.6	126	29.7	152	
2016	"Stoughton, Massachusetts"	18.2	52	20.6	59	
2016	"Lancaster, Ohio"	16.8	67	21	84	
2016	"Glen Cove, New York"	18.2	50	19.7	54	
2016	"Kingsville, Texas"	17.9	47	25.5	67	
2016	"Jersey City, New Jersey"	32.5	865	48.1	"1,279"	
2016	"West Warwick, Rhode Island"	18.1	52	21.9	63	
2016	"Whittier, California"	13.7	120	19	167	
2016	"Redondo Beach, California"	13.4	92	20.9	143	
2016	"Rowlett, Texas"	12.4	76	16.7	102	
2016	"Nampa, Idaho"	12.2	112	18.2	167	
2016	"Blue Springs, Missouri"	18	98	25.9	141	
